dir,last_modified
/home/pierce/fetch/solution_2000671,2016-10-21 19:38:39.267316000 +0000
/home/pierce/fetch/solution_2003928,2017-08-08 23:39:14.439277000 +0000
/home/pierce/fetch/solution_2002840,2016-10-25 03:36:03.143316000 +0000
/home/pierce/fetch/solution_997940,2016-10-22 02:12:25.671316000 +0000
/home/pierce/fetch/solution_998087,2016-10-22 02:16:33.679316000 +0000
/home/pierce/fetch/solution_2000842,2016-10-21 19:52:19.627316000 +0000
/home/pierce/fetch/solution_2000507,2016-10-21 19:25:42.883316000 +0000
/home/pierce/fetch/solution_2000906,2016-10-21 19:56:42.035316000 +0000
/home/pierce/fetch/solution_996353,2016-10-21 22:32:47.827316000 +0000
/home/pierce/fetch/solution_2002691,2016-09-14 20:14:44.347316000 +0000
/home/pierce/fetch/solution_2003455,2017-09-01 05:37:39.247277000 +0000
/home/pierce/fetch/solution_998071,2016-10-22 02:16:04.767316000 +0000
/home/pierce/fetch/solution_2004082,2017-08-31 10:22:15.615277000 +0000
/home/pierce/fetch/solution_2001783,2016-10-21 21:07:40.207316000 +0000
/home/pierce/fetch/solution_998160,2016-10-22 02:20:22.591316000 +0000
/home/pierce/fetch/solution_2003383,2017-08-31 05:14:43.647277000 +0000
/home/pierce/fetch/solution_997362,2016-10-22 01:35:04.335316000 +0000
/home/pierce/fetch/solution_2003859,2017-07-07 23:35:17.967277000 +0000
/home/pierce/fetch/solution_2003825,2017-06-22 18:31:44.999277000 +0000
/home/pierce/fetch/solution_2002658,2016-09-01 17:34:40.227316000 +0000
/home/pierce/fetch/solution_2000458,2016-10-21 19:23:18.307316000 +0000
/home/pierce/fetch/solution_2001287,2016-10-21 20:24:13.555316000 +0000
/home/pierce/fetch/solution_997809,2016-10-22 02:09:58.711316000 +0000
/home/pierce/fetch/solution_2000289,2016-10-21 19:14:27.895316000 +0000
/home/pierce/fetch/solution_996078,2016-10-21 22:20:39.487316000 +0000
/home/pierce/fetch/solution_2003195,2017-03-16 03:09:14.271277000 +0000
/home/pierce/fetch/solution_996179,2016-10-21 22:21:51.895316000 +0000
/home/pierce/fetch/solution_2003784,2017-06-06 01:25:12.599277000 +0000
/home/pierce/fetch/solution_996313,2016-10-21 22:30:36.295316000 +0000
/home/pierce/fetch/solution_2003285,2017-03-18 06:36:23.667277000 +0000
/home/pierce/fetch/solution_2000840,2016-10-21 19:52:15.615316000 +0000
/home/pierce/fetch/solution_2001341,2016-10-21 20:30:58.087316000 +0000
/home/pierce/fetch/solution_998179,2016-10-22 02:20:42.539316000 +0000
/home/pierce/fetch/solution_2003744,2017-05-22 23:43:35.643277000 +0000
/home/pierce/fetch/solution_2000518,2016-10-21 19:27:16.435316000 +0000
/home/pierce/fetch/solution_996869,2016-10-22 01:28:59.903316000 +0000
/home/pierce/fetch/solution_998337,2016-10-22 02:27:47.331316000 +0000
/home/pierce/fetch/solution_2002590,2016-08-13 15:16:12.359316000 +0000
/home/pierce/fetch/solution_2003382,2017-08-31 08:35:49.031277000 +0000
/home/pierce/fetch/solution_2004018,2017-08-17 17:58:01.815277000 +0000
/home/pierce/fetch/solution_2001183,2016-10-21 20:18:35.339316000 +0000
/home/pierce/fetch/solution_998172,2016-10-22 02:20:40.191316000 +0000
/home/pierce/fetch/solution_998411,2016-10-22 02:31:13.271316000 +0000
/home/pierce/fetch/solution_1998901,2016-10-21 19:00:55.035316000 +0000
/home/pierce/fetch/solution_2003313,2017-03-18 16:52:01.627277000 +0000
/home/pierce/fetch/solution_2003876,2017-07-13 18:55:22.735277000 +0000
/home/pierce/fetch/solution_2003535,2017-04-06 19:15:56.739277000 +0000
/home/pierce/fetch/solution_997247,2016-10-22 01:33:20.079316000 +0000
/home/pierce/fetch/solution_2001087,2016-10-21 20:09:20.955316000 +0000
/home/pierce/fetch/solution_997647,2016-10-22 02:02:42.199316000 +0000
/home/pierce/fetch/solution_1998874,2016-10-21 18:59:13.451316000 +0000
/home/pierce/fetch/solution_2000240,2016-10-21 19:09:11.287316000 +0000
/home/pierce/fetch/solution_2004007,2017-08-11 22:59:56.855277000 +0000
/home/pierce/fetch/solution_2001311,2016-10-21 20:27:06.955316000 +0000
/home/pierce/fetch/solution_2003949,2017-08-15 23:41:40.203277000 +0000
/home/pierce/fetch/solution_1998912,2016-10-21 19:01:29.223316000 +0000
/home/pierce/fetch/solution_2001692,2016-10-21 20:53:47.723316000 +0000
/home/pierce/fetch/solution_2002963,2017-03-13 19:14:08.091277000 +0000
/home/pierce/fetch/solution_2002356,2016-10-21 21:58:05.279316000 +0000
/home/pierce/fetch/solution_2000633,2016-10-21 19:34:43.439316000 +0000
/home/pierce/fetch/solution_2003009,2016-11-30 02:05:27.955277000 +0000
/home/pierce/fetch/solution_2003236,2017-03-16 21:23:05.599277000 +0000
/home/pierce/fetch/solution_997698,2016-10-22 02:04:12.399316000 +0000
/home/pierce/fetch/solution_2000384,2016-10-21 19:15:39.827316000 +0000
/home/pierce/fetch/solution_2004044,2017-08-22 22:59:08.707277000 +0000
/home/pierce/fetch/solution_2003773,2017-05-30 00:35:08.411277000 +0000
/home/pierce/fetch/solution_2002930,2016-11-09 22:43:30.839316000 +0000
/home/pierce/fetch/solution_2001478,2016-10-21 20:39:49.139316000 +0000
/home/pierce/fetch/solution_998252,2016-10-22 02:24:06.359316000 +0000
/home/pierce/fetch/solution_997602,2016-10-22 02:01:10.327316000 +0000
/home/pierce/fetch/solution_2001651,2016-10-21 20:49:21.387316000 +0000
/home/pierce/fetch/solution_998155,2016-10-22 02:19:44.087316000 +0000
/home/pierce/fetch/solution_2001090,2016-10-21 20:09:25.907316000 +0000
/home/pierce/fetch/solution_2001209,2016-10-21 20:22:09.507316000 +0000
/home/pierce/fetch/solution_997739,2016-10-22 02:05:24.019316000 +0000
/home/pierce/fetch/solution_1998849,2016-10-21 18:59:11.775316000 +0000
/home/pierce/fetch/solution_998368,2016-10-22 02:28:58.075316000 +0000
/home/pierce/fetch/solution_998127,2016-10-22 02:18:50.807316000 +0000
/home/pierce/fetch/solution_2000793,2016-10-21 19:49:26.087316000 +0000
/home/pierce/fetch/solution_2000442,2016-10-21 19:21:28.931316000 +0000
/home/pierce/fetch/solution_997364,2016-10-22 01:35:14.911316000 +0000
/home/pierce/fetch/solution_2002058,2016-10-21 21:27:38.583316000 +0000
/home/pierce/fetch/solution_996286,2016-10-21 22:29:49.863316000 +0000
/home/pierce/fetch/solution_2002290,2016-10-21 21:49:58.899316000 +0000
/home/pierce/fetch/solution_2003583,2017-04-13 21:03:03.323277000 +0000
/home/pierce/fetch/solution_2001302,2016-10-21 20:24:53.447316000 +0000
/home/pierce/fetch/solution_997920,2016-10-22 02:11:01.699316000 +0000
/home/pierce/fetch/solution_2002614,2016-09-01 14:42:39.323316000 +0000
/home/pierce/fetch/solution_2000838,2016-10-21 19:51:16.687316000 +0000
/home/pierce/fetch/solution_2001407,2016-10-21 20:36:34.975316000 +0000
/home/pierce/fetch/solution_997347,2016-10-22 01:34:51.775316000 +0000
/home/pierce/fetch/solution_2001757,2016-10-21 21:00:34.239316000 +0000
/home/pierce/fetch/solution_997473,2016-10-22 01:41:23.111316000 +0000
/home/pierce/fetch/solution_2000151,2016-10-21 19:03:31.603316000 +0000
/home/pierce/fetch/solution_2000967,2016-10-21 19:59:51.103316000 +0000
/home/pierce/fetch/solution_1998835,2016-10-21 18:59:11.207316000 +0000
/home/pierce/fetch/solution_2000659,2016-10-21 19:37:53.023316000 +0000
/home/pierce/fetch/solution_2002239,2016-10-21 21:45:00.371316000 +0000
/home/pierce/fetch/solution_2002713,2016-09-20 01:14:48.135316000 +0000
/home/pierce/fetch/solution_997280,2016-10-22 01:33:57.859316000 +0000
/home/pierce/fetch/solution_2001038,2016-10-21 20:02:53.951316000 +0000
/home/pierce/fetch/solution_998103,2016-10-22 02:17:25.383316000 +0000
/home/pierce/fetch/solution_2001113,2016-10-21 20:13:40.623316000 +0000
/home/pierce/fetch/solution_998219,2016-10-22 02:22:27.383316000 +0000
/home/pierce/fetch/solution_996861,2016-10-22 01:28:41.335316000 +0000
/home/pierce/fetch/solution_996022,2016-10-21 22:19:01.615316000 +0000
/home/pierce/fetch/solution_998275,2016-10-22 02:25:27.063316000 +0000
/home/pierce/fetch/solution_2002544,2016-08-12 05:47:23.167316000 +0000
/home/pierce/fetch/solution_997654,2016-10-22 02:03:05.719316000 +0000
/home/pierce/fetch/solution_2001845,2016-10-21 21:13:33.207316000 +0000
/home/pierce/fetch/solution_2003148,2017-03-15 06:23:22.787277000 +0000
/home/pierce/fetch/solution_2002562,2016-08-12 14:36:21.463316000 +0000
/home/pierce/fetch/solution_2002438,2016-10-21 22:10:41.855316000 +0000
/home/pierce/fetch/solution_2000790,2016-10-21 19:49:14.603316000 +0000
/home/pierce/fetch/solution_2002538,2016-08-12 04:28:28.303316000 +0000
/home/pierce/fetch/solution_2002056,2016-10-21 21:27:12.707316000 +0000
/home/pierce/fetch/solution_998062,2016-10-22 02:15:52.795316000 +0000
/home/pierce/fetch/solution_998201,2016-10-22 02:21:43.443316000 +0000
/home/pierce/fetch/solution_2003414,2017-08-31 06:41:17.327277000 +0000
/home/pierce/fetch/solution_1998619,2016-10-21 18:52:20.003316000 +0000
/home/pierce/fetch/solution_998098,2016-10-22 02:17:13.423316000 +0000
/home/pierce/fetch/solution_998501,2016-10-22 02:32:50.679316000 +0000
/home/pierce/fetch/solution_2000569,2016-10-21 19:30:29.255316000 +0000
/home/pierce/fetch/solution_2002922,2016-11-08 03:51:06.591316000 +0000
/home/pierce/fetch/solution_2003763,2017-05-25 23:05:23.531277000 +0000
/home/pierce/fetch/solution_2003828,2017-08-09 21:49:22.479277000 +0000
/home/pierce/fetch/solution_997297,2016-10-22 01:34:10.023316000 +0000
/home/pierce/fetch/solution_2002992,2017-03-13 21:05:49.731277000 +0000
/home/pierce/fetch/solution_2003355,2017-08-29 18:20:16.779277000 +0000
/home/pierce/fetch/solution_2002722,2016-09-23 10:34:40.271316000 +0000
/home/pierce/fetch/solution_2003433,2017-09-01 07:03:21.619277000 +0000
/home/pierce/fetch/solution_1998699,2016-10-21 18:53:52.243316000 +0000
/home/pierce/fetch/solution_997736,2016-10-22 02:05:20.375316000 +0000
/home/pierce/fetch/solution_2003903,2017-07-27 18:30:11.463277000 +0000
/home/pierce/fetch/solution_2003881,2017-07-25 01:24:22.803277000 +0000
/home/pierce/fetch/solution_2001286,2016-10-21 20:24:09.599316000 +0000
/home/pierce/fetch/solution_2003698,2017-05-11 19:18:30.063277000 +0000
/home/pierce/fetch/solution_2002703,2016-09-16 01:54:08.439316000 +0000
/home/pierce/fetch/solution_2002745,2016-09-30 03:32:17.479316000 +0000
/home/pierce/fetch/solution_2002583,2016-08-13 07:03:11.879316000 +0000
/home/pierce/fetch/solution_2003877,2017-07-14 23:32:56.755277000 +0000
/home/pierce/fetch/solution_998207,2016-10-22 02:21:58.227316000 +0000
/home/pierce/fetch/solution_2000824,2016-10-21 19:50:36.903316000 +0000
/home/pierce/fetch/solution_2001857,2016-10-21 21:13:47.247316000 +0000
/home/pierce/fetch/solution_2003010,2017-03-14 00:16:56.831277000 +0000
/home/pierce/fetch/solution_2002949,2016-11-15 04:30:51.271316000 +0000
/home/pierce/fetch/solution_998376,2016-10-22 02:29:28.455316000 +0000
/home/pierce/fetch/solution_2002224,2016-10-21 21:44:32.699316000 +0000
/home/pierce/fetch/solution_998265,2016-10-22 02:25:14.947316000 +0000
/home/pierce/fetch/solution_2002677,2016-09-07 20:33:19.135316000 +0000
/home/pierce/fetch/solution_997871,2016-10-22 02:10:01.275316000 +0000
/home/pierce/fetch/solution_998358,2016-10-22 02:28:05.519316000 +0000
/home/pierce/fetch/solution_997808,2016-10-22 02:09:30.271316000 +0000
/home/pierce/fetch/solution_997949,2016-10-22 02:12:46.535316000 +0000
/home/pierce/fetch/solution_998464,2016-10-22 02:32:18.015316000 +0000
/home/pierce/fetch/solution_2000196,2016-10-21 19:05:26.087316000 +0000
/home/pierce/fetch/solution_1998555,2016-10-21 18:51:01.111316000 +0000
/home/pierce/fetch/solution_998143,2016-10-22 02:19:18.167316000 +0000
/home/pierce/fetch/solution_998134,2016-10-22 02:19:02.167316000 +0000
/home/pierce/fetch/solution_998077,2016-10-22 02:16:24.475316000 +0000
/home/pierce/fetch/solution_997554,2016-10-22 02:00:46.287316000 +0000
/home/pierce/fetch/solution_2000332,2016-10-21 19:15:18.115316000 +0000
/home/pierce/fetch/solution_2001738,2016-10-21 21:00:31.795316000 +0000
/home/pierce/fetch/solution_998405,2016-10-22 02:30:08.167316000 +0000
/home/pierce/fetch/solution_998465,2016-10-22 02:32:24.447316000 +0000
/home/pierce/fetch/solution_2003308,2017-03-18 14:36:47.959277000 +0000
/home/pierce/fetch/solution_1998588,2016-10-21 18:51:55.123316000 +0000
/home/pierce/fetch/solution_998529,2016-10-22 02:33:31.679316000 +0000
/home/pierce/fetch/solution_998147,2016-10-22 02:19:28.095316000 +0000
/home/pierce/fetch/solution_1998749,2016-10-21 18:55:06.303316000 +0000
/home/pierce/fetch/solution_997806,2016-10-22 02:08:00.919316000 +0000
/home/pierce/fetch/solution_2001433,2016-10-21 20:37:40.595316000 +0000
/home/pierce/fetch/solution_997777,2016-10-22 02:05:53.343316000 +0000
/home/pierce/fetch/solution_2001672,2016-10-21 20:51:51.603316000 +0000
/home/pierce/fetch/solution_1998735,2016-10-21 18:54:32.915316000 +0000
/home/pierce/fetch/solution_997708,2016-10-22 02:04:13.743316000 +0000
/home/pierce/fetch/solution_996752,2016-10-22 01:27:04.623316000 +0000
/home/pierce/fetch/solution_2002141,2016-10-21 21:36:10.603316000 +0000
/home/pierce/fetch/solution_2001674,2016-10-21 20:53:45.211316000 +0000
/home/pierce/fetch/solution_2003150,2017-03-15 13:19:22.651277000 +0000
/home/pierce/fetch/solution_2002850,2016-10-25 03:36:05.543316000 +0000
/home/pierce/fetch/solution_2003490,2017-03-28 06:04:55.127277000 +0000
/home/pierce/fetch/solution_2000496,2016-10-21 19:25:42.819316000 +0000
/home/pierce/fetch/solution_997258,2016-10-22 01:33:38.335316000 +0000
/home/pierce/fetch/solution_2000937,2016-10-21 19:57:43.199316000 +0000
/home/pierce/fetch/solution_2000603,2016-10-21 19:32:28.599316000 +0000
/home/pierce/fetch/solution_997529,2016-10-22 02:00:31.055316000 +0000
/home/pierce/fetch/solution_2003900,2017-07-25 23:31:46.099277000 +0000
/home/pierce/fetch/solution_998229,2016-10-22 02:22:42.779316000 +0000
/home/pierce/fetch/solution_996510,2016-10-21 22:38:03.383316000 +0000
/home/pierce/fetch/solution_2003177,2017-03-15 22:18:18.379277000 +0000
/home/pierce/fetch/solution_2002599,2016-09-09 23:25:28.283316000 +0000
/home/pierce/fetch/solution_2002299,2016-10-21 21:50:30.659316000 +0000
/home/pierce/fetch/solution_1998458,2016-10-21 18:48:49.867316000 +0000
/home/pierce/fetch/solution_2000813,2016-10-21 19:50:25.219316000 +0000
/home/pierce/fetch/solution_2003465,2017-08-31 18:13:28.291277000 +0000
/home/pierce/fetch/solution_996837,2016-10-22 01:27:52.079316000 +0000
/home/pierce/fetch/solution_2001603,2016-10-21 20:48:28.655316000 +0000
/home/pierce/fetch/solution_2003856,2017-07-06 18:54:16.943277000 +0000
/home/pierce/fetch/solution_2001695,2016-10-21 20:55:22.291316000 +0000
/home/pierce/fetch/solution_2003001,2017-04-13 23:01:41.963277000 +0000
/home/pierce/fetch/solution_2000926,2016-10-21 19:57:22.927316000 +0000
/home/pierce/fetch/solution_998247,2016-10-22 02:23:19.455316000 +0000
/home/pierce/fetch/solution_2003485,2017-03-26 00:27:12.535277000 +0000
/home/pierce/fetch/solution_996267,2016-10-21 22:24:55.351316000 +0000
